split,procedure,event_frame,observation_start_frame,observation_end_frame,event_step,event_technique,all_targets,minimum_prior_absence_frames,minimum_confirmation_frames,targets,all_target_count,target_count,multi_instrument
train,train15,3823,3590,3730,Hydrodissetion,,"[""Hydro. Cannula""]",655,3,"[""Hydro. Cannula""]",1,1,False
train,train15,4337,4104,4244,Idle,,"[""Cap. Cystotome""]",106,4,"[""Cap. Cystotome""]",1,1,False
train,train15,5189,4956,5096,Idle,,"[""Ph. Handpiece""]",156,5,"[""Ph. Handpiece""]",1,1,False
train,train15,5464,5230,5370,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",884,5,"[""Bonn Forceps""]",1,1,False
train,train15,8195,7962,8102,Irrigation/Aspiration,,"[""I/A Handpiece""]",1404,5,"[""I/A Handpiece""]",1,1,False
train,train15,9281,9047,9187,Viscodilatation,,"[""Visc. Cannula""]",53,4,"[""Visc. Cannula""]",1,1,False
train,train15,9969,9736,9876,Preparing Implant,,"[""Lens Injector""]",115,5,"[""Lens Injector""]",1,1,False
train,train15,9987,9753,9893,Preparing Implant,,"[""Primary Knife"", ""Suture Needle"", ""Troutman Forceps""]",820,3,"[""Primary Knife"", ""Suture Needle""]",3,2,True
train,train15,10635,10401,10541,Implantation,,"[""Lens Injector""]",56,4,"[""Lens Injector""]",1,1,False
train,train15,11732,11499,11639,OVD Aspiration,,"[""I/A Handpiece""]",142,5,"[""I/A Handpiece""]",1,1,False
train,train15,12806,12572,12713,Idle,,"[""Rycroft Cannula""]",204,4,"[""Rycroft Cannula""]",1,1,False
train,train15,13693,13460,13600,Idle,,"[""I/A Handpiece""]",183,4,"[""I/A Handpiece""]",1,1,False
train,train16,298,65,205,Incision,,"[""Micromanipulator""]",51,3,"[""Micromanipulator""]",1,1,False
train,train16,316,82,222,Incision,,"[""Bonn Forceps"", ""Secondary Knife""]",54,5,"[""Bonn Forceps"", ""Secondary Knife""]",2,2,True
train,train16,1045,812,952,Viscodilatation,,"[""Visc. Cannula""]",179,5,"[""Visc. Cannula""]",1,1,False
train,train16,1460,1226,1366,Capsulorhexis,,"[""Cap. Cystotome""]",55,5,"[""Cap. Cystotome""]",1,1,False
train,train16,2417,2183,2323,Capsulorhexis,,"[""Cap. Forceps""]",414,5,"[""Cap. Forceps""]",1,1,False
train,train16,3164,2930,3071,Idle,,"[""Ph. Handpiece""]",542,4,"[""Ph. Handpiece""]",1,1,False
train,train16,3502,3269,3409,Nucleus Breaking,Divide and Conquer,"[""I/A Handpiece""]",80,3,"[""I/A Handpiece""]",1,1,False
train,train16,5084,4851,4991,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",239,3,"[""Ph. Handpiece""]",1,1,False
train,train16,7979,7746,7886,Irrigation/Aspiration,,"[""I/A Handpiece""]",493,5,"[""I/A Handpiece""]",1,1,False
train,train16,8954,8720,8860,Irrigation/Aspiration,,"[""Micromanipulator""]",238,3,"[""Micromanipulator""]",1,1,False
train,train16,9386,9152,9292,Viscodilatation,,"[""Visc. Cannula""]",1220,3,"[""Visc. Cannula""]",1,1,False
train,train16,10214,9981,10121,Preparing Implant,,"[""Lens Injector""]",138,5,"[""Lens Injector""]",1,1,False
train,train16,10226,9993,10133,Preparing Implant,,"[""Bonn Forceps"", ""Primary Knife""]",1233,3,"[""Bonn Forceps"", ""Primary Knife""]",2,2,True
train,train16,10232,9998,10139,Preparing Implant,,"[""Micromanipulator"", ""Troutman Forceps""]",193,3,"[""Micromanipulator""]",2,1,True
train,train16,10249,10016,10156,Preparing Implant,,"[""Cap. Forceps""]",1333,5,"[""Cap. Forceps""]",1,1,False
train,train16,10261,10028,10168,Preparing Implant,,"[""Suture Needle""]",1758,5,"[""Suture Needle""]",1,1,False
train,train16,10279,10045,10185,Preparing Implant,,"[""I/A Handpiece""]",135,4,"[""I/A Handpiece""]",1,1,False
train,train16,10512,10279,10419,Preparing Implant,,"[""Rycroft Cannula""]",194,5,"[""Rycroft Cannula""]",1,1,False
train,train16,10856,10623,10763,Preparing Implant,,"[""Rycroft Cannula""]",54,3,"[""Rycroft Cannula""]",1,1,False
train,train16,10862,10629,10769,Preparing Implant,,"[""Bonn Forceps""]",55,3,"[""Bonn Forceps""]",1,1,False
train,train16,10874,10640,10781,Preparing Implant,,"[""Lens Injector""]",58,5,"[""Lens Injector""]",1,1,False
train,train16,10897,10664,10804,Preparing Implant,,"[""Suture Needle"", ""Troutman Forceps""]",66,5,"[""Suture Needle""]",2,1,True
train,train16,10944,10711,10851,Preparing Implant,,"[""Cap. Forceps""]",70,3,"[""Cap. Forceps""]",1,1,False
train,train16,11960,11726,11866,Preparing Implant,,"[""Lens Injector""]",68,4,"[""Lens Injector""]",1,1,False
train,train16,12012,11779,11919,Preparing Implant,,"[""Cap. Cystotome""]",1497,3,"[""Cap. Cystotome""]",1,1,False
train,train16,12035,11802,11942,Preparing Implant,,"[""Suture Needle""]",103,5,"[""Suture Needle""]",1,1,False
train,train16,12677,12444,12584,Preparing Implant,,"[""Suture Needle""]",79,3,"[""Suture Needle""]",1,1,False
train,train16,13220,12987,13127,Preparing Implant,,"[""Lens Injector""]",89,4,"[""Lens Injector""]",1,1,False
train,train16,13226,12993,13133,Preparing Implant,,"[""Bonn Forceps""]",108,3,"[""Bonn Forceps""]",1,1,False
train,train16,13249,13016,13156,Preparing Implant,,"[""Primary Knife""]",150,4,"[""Primary Knife""]",1,1,False
train,train16,13635,13401,13541,Preparing Implant,,"[""Suture Needle""]",161,5,"[""Suture Needle""]",1,1,False
train,train16,13652,13419,13559,Preparing Implant,,"[""Cap. Forceps""]",53,3,"[""Cap. Forceps""]",1,1,False
train,train16,15409,15175,15316,Positioning,,"[""Micromanipulator""]",149,5,"[""Micromanipulator""]",1,1,False
train,train16,16541,16308,16448,Wound Hydratation,,"[""Rycroft Cannula""]",174,3,"[""Rycroft Cannula""]",1,1,False
train,train17,438,205,345,Incision,,"[""Bonn Forceps""]",75,4,"[""Bonn Forceps""]",1,1,False
train,train17,462,228,368,Incision,,"[""Secondary Knife""]",79,4,"[""Secondary Knife""]",1,1,False
train,train17,888,654,794,Incision,,"[""Primary Knife""]",152,5,"[""Primary Knife""]",1,1,False
train,train17,1051,818,958,Idle,,"[""Ph. Handpiece""]",180,5,"[""Ph. Handpiece""]",1,1,False
train,train17,1343,1109,1250,Viscodilatation,,"[""Visc. Cannula""]",40,5,"[""Visc. Cannula""]",1,1,False
train,train17,3304,3071,3211,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",76,4,"[""Ph. Handpiece""]",1,1,False
train,train17,3853,3619,3759,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",660,5,"[""Micromanipulator""]",1,1,False
train,train17,6602,6368,6508,Irrigation/Aspiration,,"[""I/A Handpiece""]",1131,5,"[""I/A Handpiece""]",1,1,False
train,train17,6899,6666,6806,Irrigation/Aspiration,,"[""Micromanipulator""]",68,5,"[""Micromanipulator""]",1,1,False
train,train17,7973,7740,7880,Irrigation/Aspiration,,"[""Visc. Cannula""]",47,5,"[""Visc. Cannula""]",1,1,False
train,train17,8750,8516,8656,Preparing Implant,,"[""Lens Injector""]",1499,5,"[""Lens Injector""]",1,1,False
train,train17,8837,8604,8744,Preparing Implant,,"[""Primary Knife""]",142,4,"[""Primary Knife""]",1,1,False
train,train17,9637,9403,9543,Implantation,,"[""Lens Injector""]",58,5,"[""Lens Injector""]",1,1,False
train,train17,9771,9537,9678,Idle,,"[""Micromanipulator""]",154,4,"[""Micromanipulator""]",1,1,False
train,train17,10028,9794,9934,Positioning,,"[""Micromanipulator""]",40,5,"[""Micromanipulator""]",1,1,False
train,train17,10296,10063,10203,OVD Aspiration,,"[""I/A Handpiece""]",52,5,"[""I/A Handpiece""]",1,1,False
train,train17,11067,10833,10973,Wound Hydratation,,"[""Rycroft Cannula""]",146,5,"[""Rycroft Cannula""]",1,1,False
train,train18,526,292,432,Incision,,"[""Secondary Knife""]",90,4,"[""Secondary Knife""]",1,1,False
train,train18,543,310,450,Incision,,"[""Bonn Forceps""]",93,5,"[""Bonn Forceps""]",1,1,False
train,train18,858,625,765,Incision,,"[""Primary Knife""]",147,4,"[""Primary Knife""]",1,1,False
train,train18,1115,882,1022,Idle,,"[""Visc. Cannula""]",42,4,"[""Visc. Cannula""]",1,1,False
train,train18,1267,1034,1174,Idle,,"[""Rycroft Cannula""]",105,4,"[""Rycroft Cannula""]",1,1,False
train,train18,1518,1285,1425,Capsulorhexis,,"[""Cap. Cystotome""]",68,5,"[""Cap. Cystotome""]",1,1,False
train,train18,2300,2067,2207,Hydrodissetion,,"[""Hydro. Cannula""]",132,3,"[""Hydro. Cannula""]",1,1,False
train,train18,3123,2890,3030,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",535,3,"[""Ph. Handpiece""]",1,1,False
train,train18,6012,5779,5919,Idle,,"[""I/A Handpiece""]",104,3,"[""I/A Handpiece""]",1,1,False
train,train18,7611,7378,7518,Viscodilatation,,"[""Visc. Cannula""]",212,5,"[""Visc. Cannula""]",1,1,False
train,train18,8469,8236,8376,Preparing Implant,,"[""Bonn Forceps"", ""Lens Injector""]",1344,4,"[""Bonn Forceps"", ""Lens Injector""]",2,2,True
train,train18,8504,8271,8411,Preparing Implant,,"[""Rycroft Cannula""]",107,3,"[""Rycroft Cannula""]",1,1,False
train,train18,8510,8277,8417,Preparing Implant,,"[""Micromanipulator""]",223,3,"[""Micromanipulator""]",1,1,False
train,train18,8551,8318,8458,Preparing Implant,,"[""I/A Handpiece""]",189,5,"[""I/A Handpiece""]",1,1,False
train,train18,8983,8750,8890,Preparing Implant,,"[""Lens Injector""]",74,5,"[""Lens Injector""]",1,1,False
train,train18,9071,8837,8977,Preparing Implant,,"[""Micromanipulator""]",83,3,"[""Micromanipulator""]",1,1,False
train,train18,9193,8960,9100,Preparing Implant,,"[""Ph. Handpiece""]",114,4,"[""Ph. Handpiece""]",1,1,False
train,train18,10255,10022,10162,Positioning,,"[""Rycroft Cannula""]",121,5,"[""Rycroft Cannula""]",1,1,False
train,train18,10261,10028,10168,Positioning,,"[""Hydro. Cannula""]",298,3,"[""Hydro. Cannula""]",1,1,False
train,train18,10967,10734,10874,OVD Aspiration,,"[""I/A Handpiece""]",298,5,"[""I/A Handpiece""]",1,1,False
train,train18,12707,12473,12613,Wound Hydratation,,"[""Rycroft Cannula""]",51,5,"[""Rycroft Cannula""]",1,1,False
train,train18,13611,13378,13518,Wound Hydratation,,"[""Rycroft Cannula""]",44,3,"[""Rycroft Cannula""]",1,1,False
train,train19,579,345,485,Incision,,"[""Primary Knife""]",99,5,"[""Primary Knife""]",1,1,False
train,train19,830,596,736,Incision,,"[""Visc. Cannula""]",40,3,"[""Visc. Cannula""]",1,1,False
train,train19,1332,1098,1238,Incision,,"[""Bonn Forceps""]",228,3,"[""Bonn Forceps""]",1,1,False
train,train19,1659,1425,1565,Viscodilatation,,"[""Visc. Cannula""]",94,5,"[""Visc. Cannula""]",1,1,False
train,train19,2896,2663,2803,Idle,,"[""Rycroft Cannula""]",123,3,"[""Rycroft Cannula""]",1,1,False
train,train19,4228,3994,4134,Capsulorhexis,,"[""Visc. Cannula""]",135,5,"[""Visc. Cannula""]",1,1,False
train,train19,4514,4280,4420,Capsulorhexis,,"[""Cap. Forceps""]",221,4,"[""Cap. Forceps""]",1,1,False
train,train19,4654,4420,4560,Capsulorhexis,,"[""Suture Needle""]",797,3,"[""Suture Needle""]",1,1,False
train,train19,5343,5109,5249,Capsulorhexis,,"[""Bonn Forceps""]",185,4,"[""Bonn Forceps""]",1,1,False
train,train19,6721,6487,6627,Hydrodissetion,,"[""Hydro. Cannula""]",115,3,"[""Hydro. Cannula""]",1,1,False
train,train19,6732,6499,6639,Hydrodissetion,,"[""Rycroft Cannula""]",230,5,"[""Rycroft Cannula""]",1,1,False
train,train19,8560,8326,8466,Idle,,"[""Hydro. Cannula""]",52,3,"[""Hydro. Cannula""]",1,1,False
train,train19,9050,8817,8957,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",79,5,"[""Micromanipulator""]",1,1,False
train,train19,9570,9336,9476,Nucleus Breaking,Divide and Conquer,"[""I/A Handpiece""]",179,3,"[""I/A Handpiece""]",1,1,False
train,train19,11035,10802,10942,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",79,5,"[""Micromanipulator""]",1,1,False
train,train19,11397,11164,11304,Nucleus Breaking,Divide and Conquer,"[""Hydro. Cannula""]",243,4,"[""Hydro. Cannula""]",1,1,False
train,train19,12092,11858,11999,Nucleus Breaking,Divide and Conquer,"[""Rycroft Cannula""]",421,3,"[""Rycroft Cannula""]",1,1,False
train,train19,12670,12436,12577,Phacoemulsification,,"[""Rycroft Cannula""]",96,4,"[""Rycroft Cannula""]",1,1,False
train,train19,13382,13149,13289,Phacoemulsification,,"[""Rycroft Cannula""]",54,4,"[""Rycroft Cannula""]",1,1,False
train,train19,13452,13219,13359,Phacoemulsification,,"[""Suture Needle""]",1269,3,"[""Suture Needle""]",1,1,False
train,train19,14497,14264,14404,Phacoemulsification,,"[""Rycroft Cannula""]",162,3,"[""Rycroft Cannula""]",1,1,False
train,train19,16488,16255,16395,Phacoemulsification,,"[""Rycroft Cannula""]",338,3,"[""Rycroft Cannula""]",1,1,False
train,train19,16920,16687,16827,Phacoemulsification,,"[""Rycroft Cannula""]",69,3,"[""Rycroft Cannula""]",1,1,False
train,train19,17428,17195,17335,Phacoemulsification,,"[""Rycroft Cannula""]",47,5,"[""Rycroft Cannula""]",1,1,False
train,train19,17837,17603,17744,Phacoemulsification,,"[""Visc. Cannula""]",1372,3,"[""Visc. Cannula""]",1,1,False
train,train19,18800,18567,18707,Phacoemulsification,,"[""Hydro. Cannula""]",46,4,"[""Hydro. Cannula""]",1,1,False
train,train19,19361,19127,19267,Phacoemulsification,,"[""Micromanipulator""]",72,5,"[""Micromanipulator""]",1,1,False
train,train19,20371,20137,20278,Phacoemulsification,,"[""Rycroft Cannula""]",107,5,"[""Rycroft Cannula""]",1,1,False
train,train19,21241,21007,21147,Phacoemulsification,,"[""Rycroft Cannula""]",143,4,"[""Rycroft Cannula""]",1,1,False
train,train19,22549,22315,22455,Phacoemulsification,,"[""Rycroft Cannula""]",65,5,"[""Rycroft Cannula""]",1,1,False
train,train19,23062,22829,22969,Irrigation/Aspiration,,"[""Ph. Handpiece""]",84,4,"[""Ph. Handpiece""]",1,1,False
train,train19,24178,23944,24084,Irrigation/Aspiration,,"[""Ph. Handpiece""]",176,5,"[""Ph. Handpiece""]",1,1,False
train,train19,26279,26046,26186,Irrigation/Aspiration,,"[""Rycroft Cannula""]",342,4,"[""Rycroft Cannula""]",1,1,False
train,train19,26647,26414,26554,Manual Aspiration,,"[""Hydro. Cannula""]",1319,5,"[""Hydro. Cannula""]",1,1,False
train,train19,28148,27914,28054,Manual Aspiration,,"[""Rycroft Cannula""]",172,4,"[""Rycroft Cannula""]",1,1,False
train,train19,29035,28802,28942,Manual Aspiration,,"[""Hydro. Cannula""]",75,5,"[""Hydro. Cannula""]",1,1,False
train,train19,32468,32235,32375,Vitrectomy,,"[""Rycroft Cannula""]",736,3,"[""Rycroft Cannula""]",1,1,False
train,train19,37898,37664,37805,Idle,,"[""Visc. Cannula""]",988,3,"[""Visc. Cannula""]",1,1,False
train,train19,38172,37939,38079,Manual Aspiration,,"[""Hydro. Cannula""]",1441,5,"[""Hydro. Cannula""]",1,1,False
train,train19,39994,39760,39901,Manual Aspiration,,"[""Micromanipulator""]",108,4,"[""Micromanipulator""]",1,1,False
train,train19,40846,40613,40753,Manual Aspiration,,"[""Micromanipulator""]",140,3,"[""Micromanipulator""]",1,1,False
train,train19,41845,41611,41751,Idle,,"[""Visc. Cannula""]",76,3,"[""Visc. Cannula""]",1,1,False
train,train19,42090,41856,41997,Incision,,"[""Primary Knife""]",3084,5,"[""Primary Knife""]",1,1,False
train,train19,42510,42277,42417,Vitrectomy,,"[""Micromanipulator""]",63,3,"[""Micromanipulator""]",1,1,False
train,train19,42960,42726,42867,Vitrectomy,,"[""Micromanipulator""]",58,5,"[""Micromanipulator""]",1,1,False
train,train19,44595,44361,44501,Manual Aspiration,,"[""Micromanipulator""]",55,3,"[""Micromanipulator""]",1,1,False
train,train19,49663,49429,49569,Idle,,"[""Visc. Cannula""]",289,5,"[""Visc. Cannula""]",1,1,False
train,train19,49698,49464,49604,Idle,,"[""Rycroft Cannula""]",178,3,"[""Rycroft Cannula""]",1,1,False
train,train19,50270,50036,50176,Manual Aspiration,,"[""Visc. Cannula""]",58,5,"[""Visc. Cannula""]",1,1,False
train,train19,50299,50065,50205,Manual Aspiration,,"[""Micromanipulator""]",98,4,"[""Micromanipulator""]",1,1,False
train,train19,51262,51029,51169,Idle,,"[""Rycroft Cannula""]",129,5,"[""Rycroft Cannula""]",1,1,False
train,train19,52442,52208,52348,Vitrectomy,,"[""I/A Handpiece""]",376,4,"[""I/A Handpiece""]",1,1,False
train,train19,52570,52337,52477,Vitrectomy,,"[""Rycroft Cannula""]",214,3,"[""Rycroft Cannula""]",1,1,False
train,train19,53125,52891,53031,Manual Aspiration,,"[""Micromanipulator"", ""Rycroft Cannula""]",41,3,"[""Micromanipulator"", ""Rycroft Cannula""]",2,2,True
train,train19,54018,53784,53925,Manual Aspiration,,"[""Rycroft Cannula""]",41,3,"[""Rycroft Cannula""]",1,1,False
train,train19,54374,54141,54281,Manual Aspiration,,"[""Visc. Cannula""]",138,4,"[""Visc. Cannula""]",1,1,False
train,train19,54614,54380,54520,Idle,,"[""Micromanipulator""]",44,5,"[""Micromanipulator""]",1,1,False
train,train19,55764,55530,55670,Vitrectomy,,"[""Micromanipulator""]",65,4,"[""Micromanipulator""]",1,1,False
train,train19,56196,55962,56102,Viscodilatation,,"[""Visc. Cannula""]",40,5,"[""Visc. Cannula""]",1,1,False
train,train19,56879,56645,56785,Preparing Implant,,"[""Visc. Cannula""]",52,3,"[""Visc. Cannula""]",1,1,False
train,train19,56902,56669,56809,Preparing Implant,,"[""Micromanipulator"", ""Troutman Forceps""]",175,3,"[""Micromanipulator""]",2,1,True
train,train19,56949,56715,56856,Preparing Implant,,"[""Bonn Forceps""]",609,4,"[""Bonn Forceps""]",1,1,False
train,train19,56961,56727,56867,Preparing Implant,,"[""Suture Needle""]",190,3,"[""Suture Needle""]",1,1,False
train,train19,57188,56955,57095,Preparing Implant,,"[""Micromanipulator""]",41,4,"[""Micromanipulator""]",1,1,False
train,train19,57247,57013,57153,Preparing Implant,,"[""Rycroft Cannula""]",61,4,"[""Rycroft Cannula""]",1,1,False
train,train19,57556,57323,57463,Preparing Implant,,"[""Primary Knife""]",49,4,"[""Primary Knife""]",1,1,False
train,train19,57638,57404,57544,Preparing Implant,,"[""Cap. Forceps""]",101,3,"[""Cap. Forceps""]",1,1,False
train,train19,58187,57953,58093,Preparing Implant,,"[""Micromanipulator""]",167,5,"[""Micromanipulator""]",1,1,False
train,train19,58741,58508,58648,Incision,,"[""Primary Knife""]",49,5,"[""Primary Knife""]",1,1,False
train,train19,59173,58940,59080,Implantation,,"[""Lens Injector""]",122,5,"[""Lens Injector""]",1,1,False
train,train19,59214,58981,59121,Implantation,,"[""Primary Knife""]",58,4,"[""Primary Knife""]",1,1,False
train,train19,59220,58987,59127,Implantation,,"[""Suture Needle""]",62,4,"[""Suture Needle""]",1,1,False
train,train19,59915,59681,59821,Idle,,"[""Visc. Cannula""]",102,3,"[""Visc. Cannula""]",1,1,False
train,train19,59973,59740,59880,Implantation,,"[""Suture Needle""]",107,4,"[""Suture Needle""]",1,1,False
train,train19,60791,60557,60697,Positioning,,"[""Cap. Forceps""]",537,5,"[""Cap. Forceps""]",1,1,False
train,train19,61456,61223,61363,Positioning,,"[""Visc. Cannula""]",101,4,"[""Visc. Cannula""]",1,1,False
train,train19,63091,62857,62998,Positioning,,"[""Suture Needle""]",44,3,"[""Suture Needle""]",1,1,False
train,train19,66442,66209,66349,Suturing,,"[""Suture Needle"", ""Troutman Forceps""]",525,5,"[""Suture Needle""]",2,1,True
train,train19,66477,66244,66384,Suturing,,"[""Bonn Forceps""]",970,5,"[""Bonn Forceps""]",1,1,False
train,train19,67341,67108,67248,Suturing,,"[""Secondary Knife""]",1368,4,"[""Secondary Knife""]",1,1,False
train,train19,68538,68305,68445,Suturing,,"[""Suture Needle""]",91,4,"[""Suture Needle""]",1,1,False
train,train19,69554,69321,69461,Suturing,,"[""Bonn Forceps""]",174,3,"[""Bonn Forceps""]",1,1,False
train,train19,70272,70039,70179,Wound Hydratation,,"[""Lens Injector""]",1657,5,"[""Lens Injector""]",1,1,False
train,train20,532,298,439,Incision,,"[""Bonn Forceps""]",91,5,"[""Bonn Forceps""]",1,1,False
train,train20,1426,1192,1332,Incision,,"[""Primary Knife""]",244,5,"[""Primary Knife""]",1,1,False
train,train20,1776,1542,1683,Viscodilatation,,"[""Visc. Cannula""]",304,5,"[""Visc. Cannula""]",1,1,False
train,train20,2290,2056,2196,Capsulorhexis,,"[""Cap. Cystotome""]",67,5,"[""Cap. Cystotome""]",1,1,False
train,train20,2360,2126,2267,Capsulorhexis,,"[""Bonn Forceps""]",124,5,"[""Bonn Forceps""]",1,1,False
train,train20,4095,3861,4001,Hydrodissetion,,"[""Hydro. Cannula""]",306,5,"[""Hydro. Cannula""]",1,1,False
train,train20,4801,4568,4708,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",822,5,"[""Ph. Handpiece""]",1,1,False
train,train20,4918,4684,4825,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",239,4,"[""Bonn Forceps""]",1,1,False
train,train20,5233,5000,5140,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",568,5,"[""Micromanipulator""]",1,1,False
train,train20,7669,7435,7575,Irrigation/Aspiration,,"[""I/A Handpiece""]",1313,3,"[""I/A Handpiece""]",1,1,False
train,train20,7990,7757,7897,Irrigation/Aspiration,,"[""Micromanipulator""]",52,3,"[""Micromanipulator""]",1,1,False
train,train20,9322,9088,9228,Idle,,"[""Visc. Cannula""]",1203,3,"[""Visc. Cannula""]",1,1,False
train,train20,9596,9363,9503,Viscodilatation,,"[""Visc. Cannula""]",43,5,"[""Visc. Cannula""]",1,1,False
train,train20,11325,11091,11232,Idle,,"[""Rycroft Cannula""]",1610,5,"[""Rycroft Cannula""]",1,1,False
train,train20,11541,11307,11448,Preparing Implant,,"[""Lens Injector""]",1976,5,"[""Lens Injector""]",1,1,False
train,train20,11576,11342,11483,Preparing Implant,,"[""Suture Needle""]",1982,4,"[""Suture Needle""]",1,1,False
train,train20,11588,11354,11494,Preparing Implant,,"[""Bonn Forceps""]",1138,3,"[""Bonn Forceps""]",1,1,False
train,train20,12522,12289,12429,Preparing Implant,,"[""Rycroft Cannula""]",40,3,"[""Rycroft Cannula""]",1,1,False
train,train20,13340,13106,13246,Implantation,,"[""Lens Injector""]",107,5,"[""Lens Injector""]",1,1,False
train,train20,13609,13375,13515,Positioning,,"[""Micromanipulator""]",154,5,"[""Micromanipulator""]",1,1,False
train,train20,14006,13772,13912,OVD Aspiration,,"[""I/A Handpiece""]",61,5,"[""I/A Handpiece""]",1,1,False
train,train20,14829,14596,14736,OVD Aspiration,,"[""Micromanipulator""]",128,5,"[""Micromanipulator""]",1,1,False
train,train20,15571,15337,15477,Wound Hydratation,,"[""Rycroft Cannula""]",268,5,"[""Rycroft Cannula""]",1,1,False
train,train20,16564,16330,16470,Wound Hydratation,,"[""Rycroft Cannula""]",60,3,"[""Rycroft Cannula""]",1,1,False
train,train21,649,415,555,Incision,,"[""Secondary Knife""]",111,4,"[""Secondary Knife""]",1,1,False
train,train21,1145,911,1051,Incision,,"[""Primary Knife""]",196,5,"[""Primary Knife""]",1,1,False
train,train21,1466,1232,1373,Viscodilatation,,"[""Visc. Cannula""]",133,5,"[""Visc. Cannula""]",1,1,False
train,train21,1682,1448,1589,Capsulorhexis,,"[""Hydro. Cannula""]",288,3,"[""Hydro. Cannula""]",1,1,False
train,train21,3142,2908,3048,Idle,,"[""Rycroft Cannula""]",67,3,"[""Rycroft Cannula""]",1,1,False
train,train21,3311,3077,3217,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",567,4,"[""Ph. Handpiece""]",1,1,False
train,train21,3720,3486,3626,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",168,5,"[""Micromanipulator""]",1,1,False
train,train21,5991,5757,5897,Irrigation/Aspiration,,"[""I/A Handpiece""]",443,5,"[""I/A Handpiece""]",1,1,False
train,train21,7550,7316,7456,Irrigation/Aspiration,,"[""Micromanipulator""]",132,5,"[""Micromanipulator""]",1,1,False
train,train21,8548,8314,8455,Viscodilatation,,"[""Visc. Cannula""]",1176,5,"[""Visc. Cannula""]",1,1,False
train,train21,9155,8922,9062,Idle,,"[""Visc. Cannula""]",73,4,"[""Visc. Cannula""]",1,1,False
train,train21,9377,9144,9284,Idle,,"[""Rycroft Cannula""]",570,3,"[""Rycroft Cannula""]",1,1,False
train,train21,9681,9447,9587,Implantation,,"[""I/A Handpiece""]",41,3,"[""I/A Handpiece""]",1,1,False
train,train21,9710,9476,9616,Implantation,,"[""Lens Injector""]",50,5,"[""Lens Injector""]",1,1,False
train,train21,10492,10259,10399,OVD Aspiration,,"[""I/A Handpiece""]",92,5,"[""I/A Handpiece""]",1,1,False
train,train21,11607,11374,11514,OVD Aspiration,,"[""Rycroft Cannula""]",190,3,"[""Rycroft Cannula""]",1,1,False
train,train21,12320,12086,12226,Idle,,"[""Rycroft Cannula""]",43,3,"[""Rycroft Cannula""]",1,1,False
train,train21,12734,12501,12641,Suturing,,"[""Cap. Forceps""]",389,5,"[""Cap. Forceps""]",1,1,False
train,train21,12740,12507,12647,Suturing,,"[""Bonn Forceps""]",1950,3,"[""Bonn Forceps""]",1,1,False
train,train21,13166,12933,13073,Suturing,,"[""Micromanipulator""]",72,3,"[""Micromanipulator""]",1,1,False
train,train21,13989,13756,13896,Suturing,,"[""Secondary Knife""]",2201,5,"[""Secondary Knife""]",1,1,False
train,train21,14457,14223,14363,Wound Hydratation,,"[""Rycroft Cannula""]",76,4,"[""Rycroft Cannula""]",1,1,False
train,train21,15023,14789,14929,Wound Hydratation,,"[""Rycroft Cannula""]",57,3,"[""Rycroft Cannula""]",1,1,False
train,train21,15367,15134,15274,Idle,,"[""I/A Handpiece""]",441,3,"[""I/A Handpiece""]",1,1,False
train,train22,707,473,614,Idle,,"[""Rycroft Cannula""]",46,4,"[""Rycroft Cannula""]",1,1,False
train,train22,981,748,888,Incision,,"[""I/A Handpiece""]",168,4,"[""I/A Handpiece""]",1,1,False
train,train22,1355,1121,1262,Incision,,"[""Bonn Forceps""]",72,5,"[""Bonn Forceps""]",1,1,False
train,train22,1659,1425,1565,Viscodilatation,,"[""Visc. Cannula""]",284,5,"[""Visc. Cannula""]",1,1,False
train,train22,2324,2091,2231,Capsulorhexis,,"[""Cap. Cystotome""]",398,5,"[""Cap. Cystotome""]",1,1,False
train,train22,3947,3714,3854,Idle,,"[""Ph. Handpiece""]",676,3,"[""Ph. Handpiece""]",1,1,False
train,train22,4292,4058,4198,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",273,5,"[""Bonn Forceps""]",1,1,False
train,train22,11088,10854,10994,Viscodilatation,,"[""Visc. Cannula""]",55,5,"[""Visc. Cannula""]",1,1,False
train,train22,12687,12454,12594,Implantation,,"[""I/A Handpiece""]",272,4,"[""I/A Handpiece""]",1,1,False
train,train22,12693,12460,12600,Implantation,,"[""Micromanipulator""]",381,3,"[""Micromanipulator""]",1,1,False
train,train22,14597,14363,14503,OVD Aspiration,,"[""Micromanipulator""]",129,4,"[""Micromanipulator""]",1,1,False
